id_natureza,codigo,glossario,nome,tipo_natureza,,
864,"Art. 184, Inc. II da LEI 9.279/1996","Comete crime contra patente de invenção ou de modelo de utilidade quem:  II - importa produto que seja objeto de patente de invenção ou de modelo de utilidade ou obtido por meio ou processo patenteado no País, para os fins previstos no inciso anterior, e que não tenha sido colocado no mercado externo diretamente pelo titular da patente ou com seu consentimento.",Importa produto patenteado sem autorização do titular da patente,Tipica,,
865,Art. 185 da LEI 9.279/1996,"Fornecer componente de um produto patenteado, ou material ou equipamento para realizar um processo patenteado, desde que a aplicação final do componente, material ou equipamento induza, necessariamente, à exploração do objeto da patente.","Fornecer componente de um produto patenteado para realizar processo patenteado, desde que a aplicação final do componente, induza à exploração do objeto da patente.",Tipica,,
867,"Art. 188, Inc. I da LEI 9.279/1996","Comete crime contra registro de desenho industrial quem:  I - exporta, vende, expõe ou oferece à venda, tem em estoque, oculta ou recebe, para utilização com fins econômicos, objeto que incorpore ilicitamente desenho industrial registrado, ou imitação substancial que possa induzir em erro ou confusão;",Fabrico de produto que incorpore desenho industrial registrado,Tipica,,
868,"Art. 188, Inc. II da LEI 9.279/1996","Comete crime contra registro de desenho industrial quem: II - importa produto que incorpore desenho industrial registrado no País, ou imitação substancial que possa induzir em erro ou confusão, para os fins previstos no inciso anterior, e que não tenha sido colocado no mercado externo diretamente pelo titular ou com seu consentimento.",Importação de produto que incorpore desenho industrial registrado,Tipica,,
869,"Art. 189, Inc. I da LEI 9.279/1996","Comete crime contra registro de marca quem:  I - reproduz, sem autorização do titular, no todo ou em parte, marca registrada, ou imita-a de modo que possa induzir confusão;",Fabrico de produto que incorpore desenho industrial registrado,Tipica,,
870,"Art. 189, Inc. II da LEI 9.279/1996",Comete crime contra registro de marca quem:  ou   II - altera marca registrada de outrem já aposta em produto colocado no mercado.,Fabrico de produto patenteado sem autorização do titular da patente,Tipica,,
871,"Art. 190, Inc. I da LEI 9.279/1996","Comete crime contra registro de marca quem importa, exporta, vende, oferece ou expõe à venda, oculta ou tem em estoque:   I - produto assinalado com marca ilicitamente reproduzida ou imitada, de outrem, no todo ou em parte;",Produto assinalado com marca ilicitamente reproduzida,Tipica,,
872,"Art. 190, Inc. II da LEI 9.279/1996","Comete crime contra registro de marca quem importa, exporta, vende, oferece ou expõe à venda, oculta ou tem em estoque:  ou   II - produto de sua indústria ou comércio, contido em vasilhame, recipiente ou embalagem que contenha marca legítima de outrem.",Produto de indústria contido em vasilhame com marca legítima de outrem.,Tipica,,
873,Art. 191 da LEI 9.279/1996,"Reproduzir ou imitar, de modo que possa induzir em erro ou confusão, armas, brasões ou distintivos oficiais nacionais, estrangeiros ou internacionais, sem a necessária autorização, no todo ou em parte, em marca, título de estabelecimento, nome comercial, insígnia ou sinal de propaganda, ou usar essas reproduções ou imitações com fins econômicos.","Reproduzir induzindo a erro armas, brasões ou distintivos oficiais nacionais sem autorização",Tipica,,
874,Art. 192 da LEI 9.279/1996,"Fabricar, importar, exportar, vender, expor ou oferecer à venda ou ter em estoque produto que apresente falsa indicação geográfica.",Comercio de produto que apresente falsa indicação geográfica,Tipica,,
875,Art. 193 da LEI 9.279/1996,"Usar, em produto, recipiente, invólucro, cinta, rótulo, fatura, circular, cartaz ou em outro meio de divulgação ou propaganda, termos retificativos, tais como ""tipo"", ""espécie"", ""gênero"", ""sistema"", ""semelhante"", ""sucedâneo"", ""idêntico"", ou equivalente, não ressalvando a verdadeira procedência do produto.",Uso em produto termos retificativos não ressalvando a verdadeira procedência do produto,Tipica,,
876,Art. 194 da LEI 9.279/1996,"Usar marca, nome comercial, título de estabelecimento, insígnia, expressão ou sinal de propaganda ou qualquer outra forma que indique procedência que não a verdadeira, ou vender ou expor à venda produto com esses sinais.",Uso de marca de forma que indique procedência que não a verdadeira,Tipica,,
877,"Art. 195, Inc. I da LEI 9.279/1996","Comete crime de concorrência desleal quem:  I - publica, por qualquer meio, falsa afirmação, em detrimento de concorrente, com o fim de obter vantagem;",Falsa afirmação em detrimento de concorrente,Tipica,,
878,"Art. 195, Inc. II da LEI 9.279/1996","Comete crime de concorrência desleal quem:   II - presta ou divulga, acerca de concorrente, falsa informação, com o fim de obter vantagem;","Divulga, acerca de concorrente, falsa informação",Tipica,,
879,"Art. 195, Inc. III da LEI 9.279/1996","Comete crime de concorrência desleal quem: III - emprega meio fraudulento, para desviar, em proveito próprio ou alheio, clientela de outrem;",Emprego de meio fraudulento para desviar clientela de outrem,Tipica,,
880,"Art. 195, Inc. IV da LEI 9.279/1996","Comete crime de concorrência desleal quem:  IV - usa expressão ou sinal de propaganda alheios, ou os imita, de modo a criar confusão entre os produtos ou estabelecimentos;",Uso de sinal de propaganda alheios criando confusão entre os estabelecimentos,Tipica,,
885,"Art. 195, Inc. IX da LEI 9.279/1996","Comete crime de concorrência desleal quem:  IX - dá ou promete dinheiro ou outra utilidade a empregado de concorrente, para que o empregado, faltando ao dever do emprego, lhe proporcione vantagem;","Prometer dinheiro a empregado de concorrente, para que o empregado, faltando ao dever do emprego, lhe proporcione vantagem",Tipica,,
1529,,,Localização e recuperação de veículo - Furtado ou roubado,Atipica,,
1562,,,Prevenção em ações policiais de crise,Atipica,,
881,"Art. 195, Inc. V da LEI 9.279/1996","Comete crime de concorrência desleal quem: V - usa, indevidamente, nome comercial, título de estabelecimento ou insígnia alheios ou vende, expõe ou oferece à venda ou tem em estoque produto com essas referências;",Uso indevido de nome comercial,Tipica,,
882,"Art. 195, Inc. VI da LEI 9.279/1996","Comete crime de concorrência desleal quem: VI - substitui, pelo seu próprio nome ou razão social, em produto de outrem, o nome ou razão social deste, sem o seu consentimento;","Substituir pelo seu próprio nome ou razão social, em produto de outrem, o nome ou razão social deste, sem o seu consentimento",Tipica,,
883,"Art. 195, Inc. VII da LEI 9.279/1996","Comete crime de concorrência desleal quem:  VII - atribui-se, como meio de propaganda, recompensa ou distinção que não obteve;","Atribuir-se, como meio de propaganda, recompensa ou distinção que não obteve",Tipica,,
884,"Art. 195, Inc. VIII da LEI 9.279/1996","Comete crime de concorrência desleal quem: VIII - vende ou expõe ou oferece à venda, em recipiente ou invólucro de outrem, produto adulterado ou falsificado, ou dele se utiliza para negociar com produto da mesma espécie, embora não adulterado ou falsificado, se o fato não constitui crime mais grave;","Comercializa em recipiente de outrem, produto falsificado",Tipica,,
1423,Art. 17 - Caput - da LEI DE SEGURANÇA NACIONAL,"Tentar mudar, com emprego de violência ou grave ameaça, a ordem, o regime vigente ou o Estado de Direito","Tentar mudar, com emprego de violência a ordem, o regime vigente ou o Estado de Direito",Tipica,,
886,"Art. 195, Inc. X da LEI 9.279/1996","Comete crime de concorrência desleal quem:  X - recebe dinheiro ou outra utilidade, ou aceita promessa de paga ou recompensa, para, faltando ao dever de empregado, proporcionar vantagem a concorrente do empregador;","Receber dinheiro para, faltando ao dever de empregado, proporcionar vantagem a concorrente do empregador",Tipica,,
887,"Art. 195, Inc. XI da LEI 9.279/1996","Comete crime de concorrência desleal quem:  XI - divulga, explora ou utiliza-se, sem autorização, de conhecimentos, informações ou dados confidenciais, utilizáveis na indústria, comércio ou prestação de serviços, excluídos aqueles que sejam de conhecimento público ou que sejam evidentes para um técnico no assunto, a que teve acesso mediante relação contratual ou empregatícia, mesmo após o término do contrato;","Divulgar sem autorização, informações confidenciais, utilizáveis nas empresas",Tipica,,
888,"Art. 195, Inc. XII da LEI 9.279/1996","Comete crime de concorrência desleal quem:   XII - divulga, explora ou utiliza-se, sem autorização, de conhecimentos ou informações a que se refere o inciso anterior, obtidos por meios ilícitos ou a que teve acesso mediante fraude;","Divulgar sem autorização, informações obtidas por meios ilícitos",Tipica,,
889,"Art. 195, Inc. XIII da LEI 9.279/1996","Comete crime de concorrência desleal quem:   XIII - vende, expõe ou oferece à venda produto, declarando ser objeto de patente depositada, ou concedida, ou de desenho industrial registrado, que não o seja, ou menciona-o, em anúncio ou papel comercial, como depositado ou patenteado, ou registrado, sem o ser;","Comercializar, declarando ser objeto de patente depositada, que não o seja",Tipica,,
890,"Art. 195, Inc. XIV da LEI 9.279/1996","Comete crime de concorrência desleal quem:  XIV - divulga, explora ou utiliza-se, sem autorização, de resultados de testes ou outros dados não divulgados, cuja elaboração envolva esforço considerável e que tenham sido apresentados a entidades governamentais como condição para aprovar a comercialização de produtos.","Divulgar sem autorização, resultados de testes cuja elaboração envolva esforço considerável",Tipica,,
891,Art. 10 da LEI 9.296/1996,"Constitui crime realizar interceptação de comunicações telefônicas, de informática ou telemática, ou quebrar segredo da Justiça, sem autorização judicial ou com objetivos não autorizados em lei.","Interceptação de comunicações telefônicas, informática, telemática, quebra segredo da Justiça, sem autorização judicial",Tipica,,
892,Art. 14 - Caput - da LEI 9.434/1997,"Remover tecidos, órgãos ou partes do corpo de pessoa ou cadáver, em desacordo com as disposições desta Lei:","Remover tecidos, órgãos ou partes do corpo de pessoa ou cadáver, em desacordo com disposição legal",Tipica,,
893,"Art. 14, § 1° da LEI 9.434/1997",Se o crime é cometido mediante paga ou promessa de recompensa ou por outro motivo torpe:,"Remover tecidos, órgãos ou partes do corpo de pessoa ou cadáver, em desacordo com disposição legal - mediante paga",Tipica,,
894,"Art. 14, § 2°, Inc. I da LEI 9.434/1997","Se o crime é praticado em pessoa viva, e resulta para o ofendido: I - incapacidade para as ocupações habituais, por mais de trinta dias;","Remover tecidos, órgãos ou partes do corpo de pessoa ou cadáver, em desacordo com disposição legal - com incapacidade para ocupações habituais",Tipica,,
895,"Art. 14, § 2°, Inc. II da LEI 9.434/1997","Se o crime é praticado em pessoa viva, e resulta para o ofendido: II - perigo de vida;","Remover tecidos, órgãos ou partes do corpo de pessoa ou cadáver, em desacordo com disposição legal - com perigo a vida",Tipica,,
896,"Art. 14, § 2°, Inc. III da LEI 9.434/1997","Se o crime é praticado em pessoa viva, e resulta para o ofendido:  III - debilidade permanente de membro, sentido ou função;","Remover tecidos, órgãos ou partes do corpo de pessoa ou cadáver, em desacordo com disposição legal - com debilidade permanente",Tipica,,
897,"Art. 14, § 2°, Inc. IV da LEI 9.434/1997","Se o crime é praticado em pessoa viva, e resulta: I - incapacidade para as ocupações habituais, por mais de trinta dias; II - perigo de vida; III - debilidade permanente de membro, sentido ou função; IV - aceleração de parto:","Remover tecidos, órgãos ou partes do corpo de pessoa ou cadáver, em desacordo com disposição legal - com aceleração do parto",Tipica,,
898,"Art. 14, § 3°, Inc. I da LEI 9.434/1997",Se o crime é praticado em pessoa viva e resulta para o ofendido: I - Incapacidade para o trabalho,false,true,,
899,"Art. 14, § 3°, Inc. II da LEI 9.434/1997",Se o crime é praticado em pessoa viva e resulta para o ofendido: II - Enfermidade incurável,false,true,,
900,"Art. 14, § 3°, Inc. III da LEI 9.434/1997","Se o crime é praticado em pessoa viva e resulta para o ofendido: III - perda ou inutilização de membro, sentido ou função;","Remover tecidos, órgãos ou partes do corpo de pessoa ou cadáver, em desacordo com disposição legal - com perda de membro, sentido e função",Tipica,,
901,"Art. 14, § 3°, Inc. IV da LEI 9.434/1997",Se o crime é praticado em pessoa viva e resulta para o ofendido: IV - deformidade permanente,false,true,,
902,"Art. 14, § 3°, Inc. V da LEI 9.434/1997",Se o crime é praticado em pessoa viva e resulta para o ofendido: V - aborto,"Remover tecidos, órgãos ou partes do corpo de pessoa ou cadáver, em desacordo com disposição legal - com aborto",Tipica,,
903,"Art. 14, § 4° da LEI 9.434/1997",Se o crime é praticado em pessoa viva e resulta morte:,"Remover tecidos, órgãos ou partes do corpo de pessoa ou cadáver, em desacordo com disposição legal - com resultado morte",Tipica,,
904,Art. 15 da LEI 9.434/1997,"Comprar ou vender tecidos, órgãos ou partes do corpo humano:","Comércio de tecidos, órgãos ou partes do corpo humano",Tipica,,
905,Art. 16 da LEI 9.434/1997,"Realizar transplante ou enxerto utilizando tecidos, órgãos ou partes do corpo humano de que se tem ciência terem sido obtidos em desacordo com os dispositivos desta Lei:","Transplante utilizando tecidos, órgãos ou partes do corpo humano, tendo-se ciência terem sido obtidos em desacordo com dispositivos legais",Tipica,,
1580,,,Vazamento de GLP,Atipica,,
1086,"Art. 1°, Inc. I da LEI 12.984/2014","Constitui crime punível com reclusão, de 1 (um) a 4 (quatro) anos, e multa, as seguintes condutas discriminatórias contra o portador do HIV e o doente de AIDS, em razão da sua condição de portador ou de doente: I - recusar, procrastinar, cancelar ou segregar a inscrição ou impedir que permaneça como aluno em creche ou estabelecimento de ensino de qualquer curso ou grau, público ou privado;",Recusar inscrição em estabelecimento de ensino,Tipica,,
1087,"Art. 1°, Inc. II da LEI 12.984/2014","Constitui crime punível com reclusão, de 1 (um) a 4 (quatro) anos, e multa, as seguintes condutas discriminatórias contra o portador do HIV e o doente de AIDS, em razão da sua condição de portador ou de doente: II - negar emprego ou trabalho;",Negar emprego,Tipica,,
1088,"Art. 1°, Inc. III da LEI 12.984/2014","Constitui crime punível com reclusão, de 1 (um) a 4 (quatro) anos, e multa, as seguintes condutas discriminatórias contra o portador do HIV e o doente de AIDS, em razão da sua condição de portador ou de doente: III - exonerar ou demitir de seu cargo ou emprego;",Exonerar de cargo ou emprego,Tipica,,
1089,"Art. 1°, Inc. IV da LEI 12.984/2014","Constitui crime punível com reclusão, de 1 (um) a 4 (quatro) anos, e multa, as seguintes condutas discriminatórias contra o portador do HIV e o doente de AIDS, em razão da sua condição de portador ou de doente: IV - segregar no ambiente de trabalho ou escolar;",Segregar no ambiente de trabalho ou escolar,Tipica,,
1090,"Art. 1°, Inc. V da LEI 12.984/2014","Constitui crime punível com reclusão, de 1 (um) a 4 (quatro) anos, e multa, as seguintes condutas discriminatórias contra o portador do HIV e o doente de AIDS, em razão da sua condição de portador ou de doente: V - divulgar a condição do portador do HIV ou de doente de AIDS, com intuito de ofender-lhe a dignidade;",Divulgar a condição do portador do HIV,Tipica,,
1091,"Art. 1°, Inc. VI da LEI 12.984/2014","Constitui crime punível com reclusão, de 1 (um) a 4 (quatro) anos, e multa, as seguintes condutas discriminatórias contra o portador do HIV e o doente de AIDS, em razão da sua condição de portador ou de doente: VI - recusar ou retardar atendimento de saúde.",Recusar atendimento de saúde,Tipica,,
1149,Art. 15 - Caput - da LEI 9.263/1996,Realizar esterilização cirúrgica em desacordo com o estabelecido no art. 10 desta Lei.,Esterilização cirúrgica em desacordo com a Lei,Tipica,,
1150,"Art. 15 Parágrafo único, Inc. I da LEI 9.263/1996","Parágrafo único - A pena é aumentada de um terço se a esterilização for praticada:  I - durante os períodos de parto ou aborto, salvo o disposto no inciso II do art. 10 desta Lei.",Esterilização cirúrgica em desacordo com a Lei - período de parto ou aborto,Tipica,,
1151,"Art. 15 Parágrafo único, Inc. II da LEI 9.263/1996","Parágrafo único - A pena é aumentada de um terço se a esterilização for praticada:  II - com manifestação da vontade do esterilizado expressa durante a ocorrência de alterações na capacidade de discernimento por influência de álcool, drogas, estados emocionais alterados ou incapacidade mental temporária ou permanente;",Esterilização cirúrgica em desacordo com a Lei - alteração na capacidade de discernimento,Tipica,,
1152,"Art. 15 Parágrafo único, Inc. III da LEI 9.263/1996",Parágrafo único - A pena é aumentada de um terço se a esterilização for praticada:   III - através de histerectomia e ooforectomia,false,false,,
1153,"Art. 15 Parágrafo único, Inc. IV da LEI 9.263/1996","Parágrafo único - A pena é aumentada de um terço se a esterilização for praticada:   IV - em pessoa absolutamente incapaz, sem autorização judicial;",Esterilização cirúrgica em desacordo com a Lei - pessoa absolutamente incapaz,Tipica,,
1154,"Art. 15 Parágrafo único, Inc. V da LEI 9.263/1996",Parágrafo único - A pena é aumentada de um terço se a esterilização for praticada: V - através de cesárea indicada para fim exclusivo de esterilização.,Esterilização cirúrgica em desacordo com a Lei - cesariana para fim de esterilização,Tipica,,
1155,Art. 16 da LEI 9.263/1996,Deixar o médico de notificar à autoridade sanitária as esterilizações cirúrgicas que realizar.,Falta de notificação de esterilização cirúrgica,Tipica,,
1156,Art. 17 da LEI 9.263/1996,Induzir ou instigar dolosamente a prática de esterilização cirúrgica.,Induzir a prática de esterilização cirúrgica,Tipica,,
1157,Art. 18 da LEI 9.263/1996,Exigir atestado de esterilização para qualquer fim.,Exigir atestado de esterilização cirúrgica,Tipica,,
1563,,,Prevenção em festas / Eventos diversos,Atipica,,
1158,Art. 1° - Caput - da LEI 9.613/1998 alterada pela LEI 12.683/2012,"Ocultar ou dissimular a natureza, origem, localização, disposição, movimentação ou propriedade de bens, direitos ou valores provenientes, direta ou indiretamente, de infração penal provenientes de infração penal: (Alterada pela Lei 12683/2012)","Ocultação ou dissimulação de bens e valores ""lavagem de dinheiro""",Tipica,,
1159,"Art. 1°, § 1°, Inc. I da LEI 9.613/1998 alterada pela LEI 12.683/2012","Incorre na mesma pena quem, para ocultar ou dissimular a utilização de bens, direitos ou valores provenientes de infração penal: I - os converte em ativos lícitos;  (Alterada pela Lei 12683/2012)",Valores convertidos em ativos ilícitos,Tipica,,
1160,"Art. 1°, § 1°, Inc. II da LEI 9.613/1998 alterada pela LEI 12.683/2012","Incorre na mesma pena quem, para ocultar ou dissimular a utilização de bens, direitos ou valores provenientes de infração penal: II - os adquire, recebe, troca, negocia, dá ou recebe em garantia, guarda, tem em depósito, movimenta ou transfere;  (Alterada pela Lei 12683/2012)",Comercializar valores provenientes de infração penal,Tipica,,
1193,Art. 21 - Caput - da LEI ORGANIZAÇÃO CRIMINOSA,"Recusar ou omitir dados cadastrais, registros, documentos e informações requisitadas pelo juiz, Ministério Público ou delegado de polícia, no curso de investigação ou do processo:","Recusar informações requisitadas pelo juiz, Ministério Público ou delegado de polícia",Tipica,,
1162,"Art. 1°, § 1°, Inc. III da LEI 9.613/1998","Ocultar ou dissimular a natureza, origem, localização, disposição, movimentação ou propriedade de bens, direitos ou valores provenientes, direta ou indiretamente, de infração penal. § 1o  Incorre na mesma pena quem, para ocultar ou dissimular a utilização de bens, direitos ou valores provenientes de infração penal: III - importa ou exporta bens com valores não correspondentes aos verdadeiros  (Alterada pela Lei 12683/2012)",Importação ou exportação de valores provenientes de infração penal,Tipica,,
1161,"Art. 1°, § 1°, Inc. III da LEI 9.613/1998 alterada pela LEI 12.683/2012","Ocultar ou dissimular a natureza, origem, localização, disposição, movimentação ou propriedade de bens, direitos ou valores provenientes, direta ou indiretamente, de infração penal. § 1o  Incorre na mesma pena quem, para ocultar ou dissimular a utilização de bens, direitos ou valores provenientes de infração penal: III - importa ou exporta bens com valores não correspondentes aos verdadeiros  (Alterada pela Lei 12683/2012)",Importação ou exportação de valores provenientes de infração penal,Tipica,,
1163,"Art. 1°, § 2° da LEI 9.613/1998","Incorre, ainda, na mesma pena quem:  (Alterada pela Lei 12683/2012)",Ocultação ou dissimulação,Tipica,,
1164,"Art. 1°, § 2°, Inc. I da LEI 9613/1998","Incorre, ainda, na mesma pena quem: I - utiliza, na atividade econômica ou financeira, bens, direitos ou valores provenientes de infração penal;  (Alterada pela Lei 12683/2012)",Utilização de valores provenientes de infração penal,Tipica,,
1165,"Art. 1°, § 2°, Inc. II da LEI 9613/1998","Incorre, ainda, na mesma pena quem: II - participa de grupo, associação ou escritório tendo conhecimento de que sua atividade principal ou secundária é dirigida à prática de crimes previstos nesta Lei.  (Alterada pela Lei 12683/2012)",Associação ou escritório de atividade dirigida à prática de crimes desta Lei.,Tipica,,
1166,"Art. 1°, § 4° da LEI 9613/1998","A pena será aumentada de um a dois terços, se os crimes definidos nesta Lei forem cometidos de  forma reiterada ou por intermédio de organização criminosa.  (Alterada pela Lei 12683/2012)",Cometimento de forma reiterada e por organização criminosa,Tipica,,
1167,"Art. 1°, § 5° da LEI 9613/1998","A pena poderá ser reduzida de um a dois terços e ser cumprida em regime aberto ou semiaberto, facultando-se ao juiz deixar de aplicá-la ou substituí-la, a qualquer tempo, por pena restritiva de direitos, se o autor, coautor ou partícipe colaborar espontaneamente com as autoridades, prestando esclarecimentos que conduzam à apuração das infrações penais, à identificação dos autores, coautores e partícipes, ou à localização dos bens, direitos ou valores objeto do crime.  (Alterada pela Lei 12683/2012)",Ocultação ou dissimulação - Diminuição de pena - Delação premiada,Tipica,,
1168,Art. 1° da LEI 12.683/2012,"Esta Lei altera a Lei no 9.613, de 3 de março de 1998, para tornar mais eficiente a persecução penal dos crimes de lavagem de dinheiro.",Crime de Lavagem de Dinheiro,Tipica,,
1169,Art. 2° da LEI 12.683/2012,"A Lei no 9.613, de 3 de março de 1998, passa a vigorar com as seguintes alterações:",Crime de Lavagem de Dinheiro,Tipica,,
1190,Art. 18 da LEI ORGANIZAÇÃO CRIMINOSA,"Revelar a identidade, fotografar ou filmar o colaborador, sem sua prévia autorização por escrito:",Revelar identidade de colaborador,Tipica,,
1191,Art. 19 da LEI ORGANIZAÇÃO CRIMINOSA,"Imputar falsamente, sob pretexto de colaboração com a Justiça, a prática de infração penal a pessoa que sabe ser inocente, ou revelar informações sobre a estrutura de organização criminosa que sabe inverídicas:",Imputar falsamente prática de infração penal a pessoa inocente,Tipica,,
1181,Art. 2° - Caput - da LEI ORGANIZAÇÃO CRIMINOSA,"Promover, constituir, financiar ou integrar, pessoalmente ou por interposta pessoa, organização criminosa:",Promover ou constituir organização criminosa,Tipica,,
1182,"Art. 2°, § 1° da LEI ORGANIZAÇÃO CRIMINOSA","Promover, constituir, financiar ou integrar, pessoalmente ou por interposta pessoa, organização criminosa: § 1° Nas mesmas penas incorre quem impede ou, de qualquer forma, embaraça a investigação de infração penal que envolva organização criminosa.",Embaraçar investigação de organização criminosa,Tipica,,
1183,"Art. 2°, § 2° da LEI ORGANIZAÇÃO CRIMINOSA","Promover, constituir, financiar ou integrar, pessoalmente ou por interposta pessoa, organização criminosa: §  2° As penas aumentam-se até a metade se na atuação da organização criminosa houver emprego de arma de fogo.",Promover ou constituir organização criminosa com atuação de arma de fogo,Tipica,,
1184,"Art. 2°, § 4° da LEI ORGANIZAÇÃO CRIMINOSA",A pena é aumentada de 1/6 (um sexto) a 2/3 (dois terços):,Promover ou constituir organização criminosa - aumento de pena,Tipica,,
1564,,,Prevenção em manifestação popular,Atipica,,
1565,,,Queda de altura ou nível,Atipica,,
1186,"Art. 2°, § 4°, Inc. II da LEI ORGANIZAÇÃO CRIMINOSA","A pena é aumentada de 1/6 (um sexto) a 2/3 (dois terços): se há concurso de funcionário público, valendo-se a organização criminosa dessa condição para a prática de infração penal;",Promover ou constituir organização criminosa - participação de servidor público,Tipica,,
1187,"Art. 2°, § 4°, Inc. III da LEI ORGANIZAÇÃO CRIMINOSA","A pena é aumentada de 1/6 (um sexto) a 2/3 (dois terços): se o produto ou proveito da infração penal destinar-se, no todo ou em parte, ao exterior;",Promover ou constituir organização criminosa - destinação de proveito do crime ao exterior,Tipica,,
1188,"Art. 2°, § 4°, Inc. IV da LEI ORGANIZAÇÃO CRIMINOSA",A pena é aumentada de 1/6 (um sexto) a 2/3 (dois terços): se a organização criminosa mantém conexão com outras organizações criminosas independentes,false,true,,
1189,"Art. 2°, § 4°, Inc. V da LEI ORGANIZAÇÃO CRIMINOSA",A pena é aumentada de 1/6 (um sexto) a 2/3 (dois terços): se as circunstâncias do fato evidenciarem a transnacionalidade da organização.,Promover ou constituir organização criminosa - transnacionalidade da organização,Tipica,,
1441,"Art. 23, Inc. I da LEI DE SEGURANÇA NACIONAL",Incitar: I - à subversão da ordem política ou social,Incitar subversão da ordem política ou social,Tipica,,
1194,"Art. 21, § Único da LEI ORGANIZAÇÃO CRIMINOSA","Na mesma pena incorre quem, de forma indevida, se apossa, propala, divulga ou faz uso dos dados cadastrais de que trata esta Lei.",Se apossar de forma indevida de dados cadastrais,Tipica,,
1509,,,Cumprimento de mandado - Outros,Atipica,,
1510,,,Escoltas - Policial,Atipica,,
1102,,,Sustação de cheques,Atipica,,
1319,Art. 45 do Decreto-Lei 6.259/1944,"Extrair loteria sem concessão regular do poder competente ou sem a ratificação de que cogita o art. 3º Penas: de um (1) a quatro (4) anos de prisão simples, multa de cinco mil cruzeiros (Cr$ 5.000,00) a dez mil cruzeiros (Cr$ 10.000,00), além da perda para a Fazenda Nacional de todos os aparelhos de extração, mobiliário, utensílios e valores pertencentes à loteria",Extrair loteria sem concessão regular,Tipica,,
1320,Art. 46 do Decreto-Lei 6.259/1944,"Introduzir no país bilhetes de loterias, rifas ou tômbolas estrangeiras, ou em qualquer Estado, bilhetes de outra loteria estadual. Penas: de seis (6) meses a um (1) ano de prisão simples, multa de mil cruzeiros (Cr$ 1.000,00) a cinco mil cruzeiros (Cr$ 5.000,00), além da perda para a Fazenda Nacional de todos os bilhetes apreendidos","Introduzir no país bilhetes de loterias, rifas ou tômbolas estrangeiras",Tipica,,
1321,Art. 47 do Decreto-Lei 6.259/1944,"Possuir, ter sob a sua guarda, procurar colocar, distribuir ou lançar em circulação bilhetes de loterias estrangeiras. Penas: de seis (6) meses e um (1) ano de prisão simples, multa de mil cruzeiros (Cr$ 1.000,00) a cinco mil cruzeiros (Cr$ 5.000,00), além de perda para a Fazenda Nacional de todos os bilhetes apreendidos","Possuir, ter sob a sua guarda, procurar colocar, distribuir ou lançar em circulação bilhetes de loterias estrangeiras",Tipica,,
1322,Art. 48 do Decreto-Lei 6.259/1944,"Possuir, ter sob sua guarda, procurar colocar, distribuir ou lançar em circulação bilhetes de loteria estadual fora do território do Estado respectivo. Penas: de dois (2) a seis (6) meses de prisão simples, multa de quinhentos cruzeiros (Cr$ 500,00) a mil cruzeiros (Cr$ 1.000,00), além de perda para a Fazenda Nacional dos bilhetes apreendidos","Possuir, ter sob sua guarda, procurar colocar, distribuir ou lançar em circulação bilhetes de loteria estadual fora do território do Estado respectivo",Tipica,,
1323,Art. 49 do Decreto-Lei 6.259/1944,"Exibir, ou ter sob sua guarda, listas de sorteios de loteria estrangeira ou de estadual fora do território do Estado respectivo. Penas: de em (1) a quatro (4) meses de prisão simples e multa de duzentos cruzeiros (Cr$ 200,00) a quinhentos cruzeiros (Cr$ 500,00)","Exibir, ou ter sob sua guarda, listas de sorteios de loteria estrangeira ou de estadual fora do território do Estado respectivo",Tipica,,
1324,Art. 50 do Decreto-Lei 6.259/1944,"Efetuar o pagamento de prêmio relativo a bilhete de loteria estrangeira ou estadual que não possa circular legalmente no lugar do pagamento. Penas: de dois (2) a seis (6) meses de prisão simples e multa de quinhentos cruzeiros (Cr$ 500,00) a mil cruzeiros",Efetuar o pagamento de prêmio relativo a bilhete de loteria estrangeira ou estadual que não possa circular legalmente no lugar do pagamento,Tipica,,
1325,Art. 51 do Decreto-Lei 6.259/1944,"Executar serviços de impressão ou acabamento de bilhetes, listas, avisos ou cartazes, relativos a loteria que não possa legalmente circular no lugar onde se executem tais serviços. Penas: de dois (2) a seis (6) meses de prisão simples, multa de quinhentos cruzeiros (Cr$ 500,00) a mil cruzeiros (Cr$ 1.000,00), e a inutilização dos bilhetes, listas, avisos e cartazes, além da pena de prisão aos proprietários e gerentes dos respectivos estabelecimentos","Executar serviços de impressão ou acabamento de bilhetes, listas, avisos ou cartazes, relativos a loteria que não possa legalmente circular no lugar onde se executem tais serviços. Penas: de dois (2) a seis (6) meses de prisão simples, multa de quinhentos cruzeiros (Cr$ 500,00) a mil cruzeiros (Cr$ 1.000,00), e a inutilização dos bilhetes, listas, avisos e cartazes, além da pena de prisão aos proprietários e gerentes dos respectivos estabelecimentos",Tipica,,
1326,Art. 52 do Decreto-Lei 6.259/1944,"Distribuir ou transportar cartazes, listas ou avisos de loterias onde os mesmos não possam legalmente circular. Penas: de um (1) a quatro (4) meses de prisão simples e multa de duzentos cruzeiros (Cr$ 200,00) a quinhentos cruzeiros (Cr$ 500,00)","Distribuir ou transportar cartazes, listas ou avisos de loterias onde os mesmos não possam legalmente circular",Tipica,,
